_id,closing,contract_location,contract_value,details_url,notice_status,notice_type,provider,publication_date,summary,title
60adf3ba824d09ebe4e3f525,"18 June 2021, 12pm",OX14 3DB,"£0 to £300,000",https://www.contractsfinder.service.gov.uk/notice/fc480db0-434c-4e03-ae21-4688d1ae4b1a?origin=SearchResults&p=12,Open,Opportunity,United Kingdom Atomic Energy Authority,21 May 2021,"Supply and Installation of 9 switchframes at Culham site, UKAEA. These will replace older, currently used switchframes.",Supply and Installation of 9 Switchframes
60adf3bb824d09ebe4e3f526,"24 June 2021,  4pm",East of England,"£35,000 to £50,000",https://www.contractsfinder.service.gov.uk/notice/5ba88bc7-2cfb-44f0-bc71-1a374925e857?origin=SearchResults&p=12,Open,Opportunity,Broads Authority,21 May 2021,"The Broads the Authority has a number of launches for the purposes of patrolling the waterways. These works are routine refit works to ensure the vessel remains in sound, clean and reliable operating condition.",Patrol Launch Refit
60adf3bb824d09ebe4e3f527,"21 June 2021, 12pm",England,"£150,000 to £250,000",https://www.contractsfinder.service.gov.uk/notice/365aa8d3-3c19-436e-81e3-146a29046bca?origin=SearchResults&p=12,Open,Opportunity,Health Education England,21 May 2021,"The NHS Long Term Plan has highlighted the need for a larger, more adaptable and more diverse medical workforce to serve the needs of the aging, increasingly complex population. A growth in new supply of qualified doctors requires significant investment in the expansion of medical places. Accelerated routes providing shortened training programmes requires amendment of the Medical Act 1983; and prior to 2021 were also bound by the EU Directive requirement of 5,500 hours of training.  With regards to diversity, the NHS Interim People Plan (IPP) quotes ""There is much more that can be done, both to recruit people from the widest possible range of backgrounds, and to offer them satisfying and developing careers in the NHS over their working lives"".  With regards to training routes, the IPP states ""Apprenticeships will continue to be critical in attracting people to the NHS from less well represented groups and supporting the development of new roles.""Therefore, HEE is exploring how to grow the supply of different entry routes into medicine to widen access to the career in view of the high demand.  One route being created is that of Medical Apprenticeships.  To deliver medical training via an apprenticeship model, HEE is commissioning a Provider to create an innovative, accessible blended-learning medical degree that meets the standards outlined in Outcome for Graduates set by the General Medical Council (GMC).This blended-learning medical degree will be available across England for prospective medical apprenticeship students. The programme aims to fully exploit innovation in digital and other technologies to provide a fully blended, interactive, and innovative programme that will meet the requirements set by the GMC for medical graduates. This is an exciting opportunity to support the creation of a significantly different offer in medical education that will support the growth of an expert and professional workforce suited to the demands of 21st Century care and service. Successful bidders must therefore demonstrate an ability to work in partnership with diverse practice and other partners to attract and recruit individuals who meet or exceed the agreed entry levels for the provision being offered.We are particularly interested in attracting prospective medical apprenticeship students from diverse backgrounds including students from low participation areas, mature students, students from remote, rural and coastal areas, Ethnic Minority backgrounds etc.To express interest and access the Tender Documentation please use the link below, Please note all communications must be raised via the portal.https://health-family.force.com/s/Welcome",Blended Learning Medical Degree for Medical Apprenticeships
60adf3bd824d09ebe4e3f528,"21 June 2021, 12pm",South West,"£200,000",https://www.contractsfinder.service.gov.uk/notice/0b61473b-37b9-4e79-98a1-cef03159c9cf?origin=SearchResults&p=13,Open,Opportunity,Forestry Commission,21 May 2021,"Text to be corrected in the original notice:        Place of text to be modified: I.3        Instead of: The procurement documents are available for unrestricted and full direct access, free of charge, at: https://www.delta-esourcing.com/tenders/UK-UK-Bristol:-Security-services./9U7WMA26Q2        Read: The procurement documents are available for unrestricted and full direct access, free of charge, at: https://www.delta-esourcing.com/tenders/UK-UK-Bristol:-Security-services./59EQD86FT7        Other additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.        Forestry England are tendering for a contract for Security Services to it's sites in the West England Forest District.                The contract will be split into 3 geographical Lots for separate sites in the region.                The contract will involve the monitoring of alarm systems, opening and closing of car parks, routine car park patrols and enforcement, as well as ad hoc call outs for some requirements.",Security Services - West England Forest District
60adf3bd824d09ebe4e3f529,"25 June 2021, 12pm",London,"£180,000,000",https://www.contractsfinder.service.gov.uk/notice/ca6acb96-3bdb-462d-a2f1-6491475a2eba?origin=SearchResults&p=13,Open,Opportunity,The Guinness Partnership Ltd,21 May 2021,"In August 2019, Guinness Partnership acquired the 4.4ha site known as King George Gate, with detailed planning permission for the construction of 211 new homes (phase 1) and outline planning permission to construct 739 new homes (remaining phases) with provision for a nursery, restaurant / café, a new bus driver facility and bus stop, car and cycle parking. The scheme also has provision for areas of public open space play facilities hard and soft landscaping public realm works and an energy centre. The Guinness Partnership is seeking to appoint a partner to form a joint venture vehicle to secure investment and expertise to deliver the remaining phases of the 2019 approved outline planning permission under a competitive procedure. It is envisaged that Guinness Development Ltd (a wholly owned subsidiary of TGP) will enter into a joint venture agreement with the selective joint venture partner for the establishment of a joint venture entity. Further details of the proposed legal structure of a joint venture arrangement are contained in the tender documents. The JV Partner must ensure that all Consultants, Sub-Consultant and Sub-Contractors who provide design input, enter into a Collateral Warranty for the benefit of the Authority, Purchasers and / or any other third party that Guinness Development see fit in an appropriate format.",Tolworth Phase 2 - Delivery Partner to form a Joint Venture
60adf3bd824d09ebe4e3f52a,"20 June 2021, 12pm",England,"£0 to £100,000",https://www.contractsfinder.service.gov.uk/notice/7600278d-cf3e-4205-84f4-2a1af511e790?origin=SearchResults&p=13,Open,Opportunity,Health Education England,21 May 2021,"NHS Health Education England (HEE - the Commissioner) are looking to engage an organisation or consortium that will undertake an evaluation of the impact of the EM Leaders Programme.Health Education England are inviting bidders to submit a tender response to measure and evaluate the impact of the EM Leaders Programme using a mixed methods approach methodology. The purpose of the programme is to improve the quality of leadership skills being deployed in the Emergency Medicine (EM) operational environment.The long term strategic aim of this initiative is to help learners to develop the skills needed to support personal resilience, which in turn will reduce attrition and help ensure a successful career pathway in one of the most intense healthcare environments in the NHS.The maximum financial envelope for this procurement exercise is £100,000 inclusive of Vat. The contract period will be for eight months with the option to extend by up to a further one month subject to annual budget review and available budget.The deadline for submission of completed ITT submissions is 20th June 2021 at 12:00pm (midday).Late submissions will not be accepted therefore, please submit in good time prior to the deadline date and time. All communications should be made via the messaging function on the e-Tendering portal during the tender exercise.The Contracting Authority requests that all communications are channelled through the e-portal system and not with the Contracting Authority itself other than as expressly permitted within this ITT.Should Bidders have any queries, or are having problems using the portal, they should contact the ProContract dedicated Supplier Helpdesk at: http://proactis.kayako.com/procontractv3/Core/Default/Index",Evaluation of the Emergency Medicine (EM) Leaders Programme - Health Education England
60adf3bd824d09ebe4e3f52b,"14 June 2021, 12pm",East of England,"£10,000 to £25,000",https://www.contractsfinder.service.gov.uk/notice/edf42c06-8f85-46b2-a103-cbb5c76e228a?origin=SearchResults&p=13,Open,Opportunity,Watford Borough Council,21 May 2021,The provision of health needs assessment on behalf of Watford Borough Council and Hertfordshire Community NHS Trust.,GB-Watford: Health Needs Assessment
60adf3be824d09ebe4e3f52c,22 June 2021,East of England,NA,https://www.contractsfinder.service.gov.uk/notice/63a1df49-3630-4c5e-838a-5a44980950bb?origin=SearchResults&p=13,Open,Early Engagement,Cambridge City Council,21 May 2021,"Cambridge City Council is working in partnership with Cambridge Junction to offer a commission/s to an artist or artist partnership, to deliver a work/s of public art that explores the theme of playfulness within the streets and open spaces of an area in Central Cambridge. This commission is funded by public art S106 contributions, which are used to mitigate the impact of development.The intention of the commission is to change people's sense of place and ways of seeing the world around them, to look up, actively listen and see their neighbourhood anew, foster new ways to engage with the built and natural environment and facilitate intergenerational play opportunities and promote physical activity for families; play is anywhere. The project aims to animate routes and spaces. The Covid-19 pandemic has increased community need for and use of open space whether it is formal open space or incidental spaces on a journey.The Council seeks an artist/s, curator or producer to develop a proposal for an original, high quality, accessible public artwork(s), which would provide opportunities for interaction/ activity. The project has 2 elements and applicants can express an interest in either element or both. The total maximum budget for both elements of the project is £90,000. The budget for the first element is £75,000 with the second element being £15,000. The Council recognises that contemporary public art can be realised in many different and varied forms. The brief is open to interpretation by the artist/s however, all interpretations must demonstrate playfulness and be safe.","Cambridge City Council - Public Art 'Play is Everywhere' Expression of Interest"
60adf3be824d09ebe4e3f52d,"22 June 2021,  2pm",South East,"£120,000",https://www.contractsfinder.service.gov.uk/notice/b4a60192-63b0-4b63-b04d-d3ec8b7a03e5?origin=SearchResults&p=13,Open,Opportunity,Wokingham Borough Council,21 May 2021,"Wokingham Borough Council (WBC) is looking for companies interested in providing a Real Ice Rink & Market Huts to hire for the 2021-22 winter season. There is potential if this project is successful and build upon the structure laid out for 2021 to become an annual event. The site specified to host the event is the Events Field, Cantley Park, Wokingham. We are also looking for options for secondary income, however the Ice Rink is to be the main attraction. This could included an ice bar, curling lanes, or other festive themed attractions within the Ice Rink setting/marquee etc. but are open to other options.Within the Winter Event 2021, we would like the rink to be inside, for use in all-weather conditions. Functionality will need to be provided to allow advanced bookings and ""on-the-gate"" bookings, similar to the Eventbrite software and app that is currently used by the Sport & Leisure and Arts & Culture teams. There is the requirement for 30 market huts, with usage for food & drink vendors and local retail business as part of Christmas Market area. One of the huts will be used for a Santa's grotto visit (undercover) which will require functionality for advanced and ""on-the-gate"" bookings.",Cantley Park Winter Event Ice Rink & Market Huts
60adf3be824d09ebe4e3f52e,"30 June 2021,  3pm",IP33 3YU,"£45,000 to £55,000",https://www.contractsfinder.service.gov.uk/notice/87bc2259-842c-43ed-a349-462079569a96?origin=SearchResults&p=13,Open,Opportunity,West Suffolk Council,21 May 2021,"West Suffolk Council is inviting tenders for The design and build of a pump track on the Mildenhall Hub site, Sheldrick Way, Mildenhall, IP28 7JX            Further details can be found in the 'My Tenders' area of this website, by selecting the 'View Details' button for this project.            The deadline for quotation submissions is 1500 hours on 30 June, 2021. Please note late returns will NOT be permitted.            This opportunity is available in the `Current Tenders`area of www.suffolksourcing.uk.             Interested parties are invited to express their interest in order to gain full access to the tender documentation","INVITATION TO TENDER - The design and build of a pump track on the Mildenhall Hub site, Sheldrick Way, Mildenhall, IP28 7JX"
60adf3be824d09ebe4e3f52f,"28 May 2021,  5pm",London,"£30,000 to £60,000",https://www.contractsfinder.service.gov.uk/notice/8fe5b416-260f-426f-bbc5-529f6c6f2c4a?origin=SearchResults&p=13,Open,Opportunity,South East London CCG,21 May 2021,"South East London CCG is seeking bids from providers for the Provision of South East London Integrated Care System Website Development. The anticipated contract value is expected to be £30,000 to £60,000 for the duration of the contract. The Contract is expected to commence in early June 2021, with the deadline for website delivery in the first week of October 2021, and a subsequent 12-month maintenance contract to be agreed.  There is an option to extend on-going support and maintenance element of the contract for further 12 months at the sole discretion of the Authority.Background Our Healthier South East London (OHSEL) is a partnership of health and care organisations responsible for looking after the health and care of the 1.9 million people living in Bexley, Bromley, Greenwich, Lambeth, Lewisham and Southwark. The partnership is made up of NHS South East London Clinical Commissioning Group, NHS Trust providers, Local Authorities, other health and care providers, alongside voluntary and third sector organisations. In 2019 OHSEL became London's first integrated care system. South East London Integrated Care System (ICS) brings together local health and care organisations and local councils to re-design care and improve population health, through shared leadership and collective action. The aim of South East London ICS is to build on the collaboration of the partners to date through Our Healthier South East London by addressing three problems in local healthcare:•	The health and wellbeing gap - people should be helped to lead healthier and longer lives•	The care and quality gap - variation in the accessibility and quality of care should be improved•	The funding and efficiency gap - the NHS must become more efficient and make better use of the money availableIt has recently been announced that integrated care systems will become statutory bodies in 2022 if legislation is passed later this year (exact timings still TBC). Current proposals envisage an ICS to be made up of an ICS Health and Care Partnership, bringing together the NHS, local government and partners, and an ICS NHS Body. The latter will be responsible for the day to day running of the ICS, while the ICS Health and Care Partnership will focus on bringing together systems to support integration and develop a plan to address the systems' health, public health, and social care needs.The South East London ICS is our vehicle for delivering system transformation and achieving our goals of reducing health inequalities and achieving system sustainability. Therefore, developing the public and partner understanding of OHSEL Integrated Care System is crucial.",Provision of South East London Integrated Care System Website Development
60adf3bf824d09ebe4e3f530,"3 June 2021,  2pm",lu1 3ju,£0,https://www.contractsfinder.service.gov.uk/notice/9e4180b0-2baf-4fca-ae67-a3c04447519e?origin=SearchResults&p=13,Open,Opportunity,University Of Bedfordshire,21 May 2021,The University of Bedfordshire is to carry out the following works:LOT 1  -  20021  Luton J109 Mock Trading Room  LOT 2  -  20024 Bedford & Luton Campus Fire Safety  LOT 3  -  20025 Luton C206-7-8 Police Custody Suite & CAVE Suite  Work to commence - Monday 5 July 2021.Work must be completed by - Friday 30 July 2021.,LOT 1 - 20021 Luton J109 Mock Trading Room LOT 2 - 20024 Bedford & Luton Campus Fire Safety LOT 3 - 20025 Luton C206-7-8 Police Custody Suite & Cave Suite
60adf3bf824d09ebe4e3f531,"4 June 2021, 11:45pm",E14 4PU,"£25,000 to £30,000",https://www.contractsfinder.service.gov.uk/notice/4766fc2d-a88c-4bf2-a2a9-1fdb4ba47077?origin=SearchResults&p=13,Open,Opportunity,MHRA -NIBSC,21 May 2021,The Medicine and Healthcare Product Regulatory Agency (MHRA) are looking to engage a supplier to supply Vacon 100 drives to suite the specification and deliver to site. Interested suppliers are invited to submit quotation in line with the requirement specification.,CL4 Replacement Inverter Drives (Request for Quote)
60adf3bf824d09ebe4e3f532,"21 June 2021, 12pm",Yorkshire and the Humber,£1,https://www.contractsfinder.service.gov.uk/notice/c58c2b90-c21e-425f-b9f0-afc4ee347f9c?origin=SearchResults&p=13,Open,Opportunity,NHS Sheffield CCG,21 May 2021,"The aim of the Service is to aid early diagnostics and avoid the need for unnecessary referral to secondary care, or to support the shift of activity into a primary care setting. It is important that the use of 24 hour ECG is governed by evidence-based guidelines.The Service will provide a 24 hour ECG test with appropriate clinical interpretation for GPs who wish to investigate patients at low risk of significant cardiac pathology, who have previously had a 12-lead ECG and for whom they wish to investigate further.The care pathway being commissioned consists of pre-appointment communication with patients, the diagnostic investigation and a report being sent to the referrer which covers a description of the investigation and an interpretation of the results. A detailed management plan is not required. Structured reporting will be encouraged to support local referrers in their options for further clinical management. The Service will need to be fully quality assured, validated and supported by the Commissioner.The Provider must aim to provide an excellent patient experience during all parts of the process - to include the examination and the administrative services.For the term of the current AQP Contract period payment will be made in accordance with a local tariff .  No revenue guarantees will be offered and Service Providers must take the commercial risk on referral levels.",NHS Sheffield CCG : Cardiology Diagnostics (Ambulatory ECG) Services AQP
60adf3bf824d09ebe4e3f533,"6 July 2021, 11:59pm",North West,"£1,500,000",https://www.contractsfinder.service.gov.uk/notice/ac77fcf3-2207-4c08-97e3-b8e7525d3ea9?origin=SearchResults&p=13,Open,Opportunity,North Cumbria University Hospitals Nhs Trust Charitable Fund,21 May 2021,"To Provide University Hospitals of Morecambe Bay NHS Foundation Trust  Non Emergency Patient Transfer Services.Furness General Hospital ( 7 days) 8am to 8pmEstimated weekly journeys 35Royal Lancaster Infirmary (Mon - Fri) 9am to 9pmEstimated weekly Journeys 40Royal Lancaster Infirmary 24hr cover (7 days)Estimated weekly Journeys 160Westmorland General Hospitalany of the three vehicles may be asked to go to WGH to assist with patient transportIn addition, the Trust also requires an ad-hoc on-site and inter-site transfer and, discharge service at other times as required.Outside of HoursBank HolidaysOut of Area TransfersThe key deliverables of the Service are:• Enablement of patient transfer and discharges• Patient Safety• Fit for purpose service• Efficiencies - fixed costs and timeliness• Auditable Quality AssuranceSuppliers Instructions on How to Express Interest is attached within section 5.",Non Emergency Patient Transport Services UHMB
60adf3bf824d09ebe4e3f534,"15 June 2021, 12pm",SO40 2RZ,"£100,000",https://www.contractsfinder.service.gov.uk/notice/b8e26dd9-76cb-4689-bb00-8ade4c59e562?origin=SearchResults&p=13,Open,Opportunity,Southern Health NHS Foundation Trust,21 May 2021,"Southern Health NHS Foundation Trust are looking to appoint a single Contractor to provide Kitchen Duct Cleaning and Wall Washing services for a Contract Period of 5 years to meet a strict criteria. If you are interested to tender the documents can be accessed by registering on the NHS Commercial Solutions Bravo/Jaegger e-tendering portal, Project_4346 and ITT_3810 where the full contract documents can be found.",SH0840 Kitchen Duct Cleaning & Wall Washing Services
60adf3c0824d09ebe4e3f535,"18 June 2021,  2pm",South West,"£100,000 to £500,000",https://www.contractsfinder.service.gov.uk/notice/899ac2c9-b91a-4248-9981-016e5335b195?origin=SearchResults&p=13,Open,Opportunity,University of Bath,21 May 2021,South Car Park Renovation Works,GB-Bath: South Car Park Conversion Works
60adf3c0824d09ebe4e3f536,"18 June 2021,  5pm",East Midlands,"£0 to £40,000",https://www.contractsfinder.service.gov.uk/notice/152d56f2-5d32-4922-8bc9-e961d6c26f78?origin=SearchResults&p=13,Open,Opportunity,NHS Arden and Greater East Midlands Commissioning Support Unit,21 May 2021,"The aim of the community connector role will be to build on exiting assets and identify new alternative solutions to 'crisis' provision that would be deemed appropriate for low level support, enabling people to access a safe, supportive and therapeutic environment, promoting independence, opportunity and recovery for all.Community Connectors will help to facilitate grass roots problem solving and take an asset based approach to building and connecting communities together to become stronger and resilient.  Re-connecting people with their communities, understanding not only what communities provide but how to make the best use of community assetsThey will listen to the local community, uncovering what is important and what will lead on local initiatives i.e. wellbeing hub provision, supporting the greatest impact for a community and local services. This procurement is made up of 5 lots for which bidders may bid for ONLY one lot.  A maximum value of £40,000 per annum has been allocated for each lotPlease register on the EU Supply Portal https://uk.eu-supply.com/login.asp.The reference for this tender is Quote/tender 44524 - Lincolnshire Community Connector Services Roles",Lincolnshire Community Connector Services
60adf3c0824d09ebe4e3f537,"18 June 2021,  5pm",East Midlands,"£0 to £65,500",https://www.contractsfinder.service.gov.uk/notice/573e335d-3d7c-4fc0-a776-31bdea39da6d?origin=SearchResults&p=13,Open,Opportunity,NHS Arden and Greater East Midlands Commissioning Support Unit,21 May 2021,"NHS Lincolnshire CCG is seeking suitably qualified and capable providers to support with the provision of wellbeing hubs to provide a community response for people with mental health issues or distress, providing non-clinical, safe spaces to support individuals with mental health problems to have choice, understanding, take control of and manage their own mental health; particularly in times of crisis, providing alternatives to traditional urgent & emergency services.The following list details the key requirements for the provision of the wellbeing hubs in each of the three PCN areas.  1.	Establishment of Mental Wellbeing Hub 'Coordination Centre' 2.	Establishment of at least 5 satellite centres in surrounding villages & towns3.	Understanding of the community and ability to identify areas of need, local inequalities, barriers to access and develop response to address.4.	Provision that support people at different times of need - weekend provision has been identified as an area of focus and it will be a requirement that there is some evening out of hour provision in one of the sites up until 10pm.  5.	Integration & collaborative working with other providers of Mental Health Services & SupportThis procurement is made up of 3 lots for which bidders may bid for ONLY one lot.  A maximum value of £65,500 per annum has been allocated for each lotPlease register on the EU Supply Portal https://uk.eu-supply.com/login.asp.The reference for this tender is Quote/tender  44515 - Lincolnshire Community Connector Wellbeing Hubs",Lincolnshire Community Connector Wellbeing Hubs
60adf3c0824d09ebe4e3f538,"24 June 2021,  1pm",Any region,"£125,000,000",https://www.contractsfinder.service.gov.uk/notice/e94635f0-cbf3-409c-91bf-556883dd71e0?origin=SearchResults&p=13,Open,Opportunity,Procurement Assist Limited c/o Integrated Facilities Management Bolton Ltd (iFM Bolton),21 May 2021,"Text to be corrected in the original notice:        Place of text to be modified: I.3        Instead of: https://www.delta-esourcing.com/tenders/UK-UK-Bolton:-Electricity-supply-installations./9A5843C48R        Read: The correct link to access this tender opportunity is: https://www.delta-esourcing.com/tenders/UK-UK-Bolton:-Electricity-supply-installations./https://www.delta-esourcing.com/tenders/UK-UK-Bolton:-Electricity-supply-installations./VURKQW753H        Other additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.        PA invites organisations to participate in a 60-month DPS for Electricity Meter Removal and Installation.  The DPS will be accessible by all current and future Clients of PA. The DPS may be used by all NHS Trusts, Social Housing Providers, Local Authorities, Blue Light Services, Education, Charities and all other contracting authorities that are located in the United Kingdom.",Electricity Meter Removal and Installation
60adf3c1824d09ebe4e3f539,"31 August 2021, 12am",Any region,"£400,000",https://www.contractsfinder.service.gov.uk/notice/8c202a10-2248-439f-8c17-579b88716af8?origin=SearchResults&p=13,Open,Opportunity,Sovereign Housing Association Limited,21 May 2021,"Sovereign are looking to procure a software olution that will enable Sovereign to meets its aims in respect of having an effective Supplier Relationship Management (SRM) programme.  This should include but not be limited to e-sourcing, contract lifecycle management, dynamic purchasing, supplier onboarding etc.",Supplier Relationship Managment Software Solution
60adf3c1824d09ebe4e3f53a,"21 June 2021, 12pm",North West,"£400,000",https://www.contractsfinder.service.gov.uk/notice/42a49678-807c-4552-a40a-6d47de50b997?origin=SearchResults&p=13,Open,Opportunity,Blackpool Council,21 May 2021,Blackpool Council wish to appoint a supplier(s) for the provision of office stationery & office paper (2 lots) to c. 32 locations across Blackpool.  The contract will also be open to our wholly owned companiesThis exercise is being undertaken via The Chest (https://procontract.due-north.com) where suppliers can register an interest and download the documentation.  All questions should be submitted via The Chest,Provision of Office Stationery & Paper (2 lots)
60adf3c1824d09ebe4e3f53b,4 June 2021,Any region,NA,https://www.contractsfinder.service.gov.uk/notice/13c08bc2-5a35-4fa9-af4d-ed6f9e1044f6?origin=SearchResults&p=13,Open,Early Engagement,Defra Network eTendering Portal,21 May 2021,"Historically the measurement of fishing net mesh size was carried out by the fisheries officer using a 'push' gauge. The push gauge was a calibrated brass triangle that the inspector pushed into the net to determine the size of mesh. The inconsistency with this approach was that the determination of the maximum mesh size was dependent on the strength of the inspector. This opened the pathway to legal challenge therefore a different measuring device needed to be developed.This notice is being issued to gather market information on the availability of this product and services.",Omega Gauge Purchase and Maintenance Services
60adf3c4824d09ebe4e3f53c,"4 June 2021,  4pm",KT5 9AL,£0,https://www.contractsfinder.service.gov.uk/notice/8b299e55-5ed8-4a96-a342-7d359f3b77eb?origin=SearchResults&p=14,Open,Opportunity,Your Healthcare,21 May 2021,"SBS on behalf of Your Healthcare are seeking a supplier who can provide an Electronic Prescription system to prescribe medication to  patients. This will replace the FP10 paper copy and be used by Community prescribers, Non- Medical Prescribers V300 who can prescribe anything within scope and their ADHD LD service.\The system will need to be compliant with NHS guidelines, DSP toolkit guidelines and provide for Subject Access Requests.\NHS Standard PO Terms and conditions will apply.\ - Please submit any clarification questions by 12pm on Friday 28th May.\\Responses will be provided within 48 working hours of this deadline. - To access this competition: login to https://suppliers.multiquote.com and view the opportunity RA302892. Not registered on MultiQuote - visit https://suppliers.multiquote.com then register and quote RA302892 as the reason for registration. Any queries please contact MultiQuote on 0151 482 9230.",RA302892 - PA5 - Electronic Prescription System (EPS)
60adf3c4824d09ebe4e3f53d,"21 June 2021,  5pm",SN2 2EH,"£0 to £2,000,000",https://www.contractsfinder.service.gov.uk/notice/81df768d-4ddb-41b1-a66f-2b60de10b829?origin=SearchResults&p=14,Open,Opportunity,Historic England,21 May 2021,"We wish to appoint, ideally, a panel of four firms, each capable of providing quality advice and services across a broad spectrum of types of legal work, including particularly:            ? Planning law - with an emphasis on the law relating to the historic built environment       ? Property law - particularly all aspects of property management      ? Commercial - a wide range of contracts, licenses etc       ? Procurement and subsidy control      ? Intellectual Property -including IT, trademarks, software and data protection        ? Employment      ? Defendant Personal Injury       ? Commercial litigation      ? Contentious and non-contentious construction advice      ? Charity, including tax advice      ? Judicial Review            We would hope that firms could offer advice in all or a majority of these areas. To enable us to deal satisfactorily with conflict of interest situations and to have competition between firms for appropriate large matters allowing us to offer clients a choice of lawyer we would ideally like to appoint a maximum of four firms.",Provision of legal services to Historic England and English Heritage.
60adf3c4824d09ebe4e3f53e,"26 May 2021, 12pm",SY3 8XQ,£0,https://www.contractsfinder.service.gov.uk/notice/5e1b7827-aaf5-46a2-834a-e994b7464d1d?origin=SearchResults&p=14,Open,Opportunity,Shropshire Healthcare Procurement Service,21 May 2021,Minor Building Works/ Maintenance for Bed Assessment Store and Mattress Assessment Room at RSHEstates point of contact for any queries is:Ahmed HammamProject ManagerEstates and Capital Projects Email a.hammam@nhs.net  - To access this competition: login to https://suppliers.multiquote.com and view the opportunity RA302890. Not registered on MultiQuote - visit https://suppliers.multiquote.com then register and quote RA302890 as the reason for registration. Any queries please contact MultiQuote on 0151 482 9230.,RA302890 - Minor Building Works/ Maintenance for Bed Assessment Store and Mattress Assessment Room at RSH
60adf3c4824d09ebe4e3f53f,"21 June 2021, 12pm",Yorkshire and the Humber,"£1,642,914.84 to £8,762,213",https://www.contractsfinder.service.gov.uk/notice/d8642613-69fd-4a30-a980-8de50371e7d8?origin=SearchResults&p=14,Open,Opportunity,NHS Sheffield CCG,21 May 2021,"Too many people with health issues and impairments in the Sheffield City Region are out of work. Unemployment among this group has significant social and economic costs for the region. The MCA (Mayoral Combined Authority) is committed to tackling low rates of employment among people with a range of health conditions and disabilities and to boost productivity through supporting those in work and struggling (repeated bouts of sickness, low productivity, feeling unable to work to their potential) to enable them to:-	recover more rapidly and effectively from their mental or physical health issue or build strategies to manage their health condition and barriers to work;-	build social connections and support networks;-	gain financial independence; and-	improve their general health and wellbeing.",Sheffield City Region Mayoral Combined Authority - Working Win
60adf3c4824d09ebe4e3f540,"24 June 2021, 12pm",North East,"£450,000",https://www.contractsfinder.service.gov.uk/notice/08da16ab-de69-4e0a-b5c1-9c4b9b2c2b84?origin=SearchResults&p=14,Open,Opportunity,The Newcastle upon Tyne Hospitals NHS Foundation Trust,21 May 2021,"Contract for the Supply, Installation and Maintenance of a Liquid Chromatography Tandem Mass Spectrometer (LC-MS/MS) instrument for measurement of carnitine and acylcarnitine","Contract for the Supply, Installation and Maintenance of a Liquid Chromatography Tandem Mass Spectrometer"
60adf3c5824d09ebe4e3f541,"11 June 2021, 12pm",CV4 7AL,"£52,000 to £58,000",https://www.contractsfinder.service.gov.uk/notice/15e4bdbe-a054-4a3c-bc9d-9afb3a7522f8?origin=SearchResults&p=14,Open,Opportunity,The University of Warwick,21 May 2021,"The University of Warwick Manufacturing Group has a requirement for Two Roll Mills.            In order to express interest in this opportunity please go to the University of Warwick In-Tend supplier portal (https://in-tendhost.co.uk/universityofwarwick).            The University of Warwick is not a contracting authority for the purposes of the Public Contracts Regulations 2015 (as amended) and its procurement activities are not subject to the Public Contracts Regulations 2015 or the obligations under the European Public Procurement Directives, including the European Remedies Directive. Advertisement of any contract in the Official Journal of the European Union or Contracts Finder is at the sole discretion of the University and is undertaken on a voluntary basis with no implied obligation to comply with the procurement legislation.",Two Roll Mills
60adf3c5824d09ebe4e3f542,"8 June 2021,  1pm",MK18 4AA,"£120,000",https://www.contractsfinder.service.gov.uk/notice/8208f6b1-396f-406d-b9a7-6c0015be8fc7?origin=SearchResults&p=14,Open,Opportunity,BUCKINGHAM TOWN COUNCIL,21 May 2021,"Buckingham Town Council are seeking fee proposals to provide Design, Development and Project delivery services to provide a new Cemetery and allotments. To achieve this the proposal will need to include providing site investigations, the design of cemetery, allotments and a 250m2 building, meeting of all planning conditions and project delivery services. The Fee proposal must also include the consultation with both the Town Council's Environment Committee and a public consultation required to obtain funding of a Public Works Loan for the development. Please email for further details:",Design and Developments of new cemetery and allotments
60adf3c5824d09ebe4e3f543,"25 June 2021,  5pm","North East, North West, Yorkshire and the Humber","£334,310",https://www.contractsfinder.service.gov.uk/notice/890d3aa7-c922-439d-a712-c697f31e5464?origin=SearchResults&p=14,Open,Opportunity,PROCURE PLUS HOLDINGS LIMITED,21 May 2021,"Johnnie Johnson Housing is a not for profit housing association dedicated to offering quality homes for independent living across the North West, North East, Yorkshire and Derbyshire. Johnnie Johnson Housing would like to procure and enter into a contract for water hygiene testing and monitoring.The services required under the contract include the inspection, testing, monitoring and maintenance of water systems.The procurement documents are available for unrestricted and full direct access, free of charge, at: https://tendermanagement.launchcontrol-systems.com/register/index/f10f145ffbTenders or requests to participate must be submitted electronically via: https://tendermanagement.launchcontrol-systems.com/register/index/f10f145ffb",Water Hygiene Testing and Monitoring
