_id,created_ID,description,title
61117c60d6f9d1d8a1249c09,6438324105,"This module is for students who are actively involved in Swansea University Race Engineering (SURE), where the team design, build and race a single seat racing car in the annual Formula Student competition. Students on this module work as a group to design and make a complete vehicle.  Testing may also be required in the lab and on the track.",EG-299 Swansea University Race Engineering 2
61117c61d6f9d1d8a1249c25,6438324105,"This module advances thermal-fluid flow modelling from that studied at a previous level. Students are assumed to have an understanding of the flow of air and water, but this module advances knowledge into multiphase materials that may be Non-Newtonian and have temperature dependent properties. It also includes study of heat transfer, solidification and melting processes. The aim is to equip the student with the theoretical understanding to solve thermal and fluid flows problems and their application to real life situations. Examples will be drawn from oil and gas applications and processes such as casting of metals, moulding of polymers, printing of inks and melting of powders.",EG-M103 Advanced Thermo Fluid Mechanics
61117c61d6f9d1d8a1249c26,6438324105,"This module is for students who are actively involved in Swansea University Race Engineering (SURE), where the team design, build and race a single seat racing car in the annual Formula Student competition. Students on this module work as a group to design and make a complete vehicle.  Tasks include advanced component design, component analysis and manufacture. Further tasks include the  analysis and management of costing, funding and communication.  Testing may also be required in the lab and on the track.

Students MUST be team members in level 2 and attend the competition in order to enrol on this module.",EGA335 Race Engineering 3
61117c62d6f9d1d8a1249c43,6438324105,"This module is for students who are actively involved in Swansea University Race Engineering (SURE), where the team design, build and race a single seat racing car in the annual Formula Student competition. Students on this module work as a group to design and make a complete vehicle.  Tasks include advanced component design, component analysis and manufacture. Further tasks include the  analysis and management of costing, funding and communication.  Testing may also be required in the lab and on the track.",EGZ305 Swansea University Race Engineering 3
61117c6ed6f9d1d8a1249e26,8886724476,This module will provide an introduction to the fundamental topics in electrical power systems.,EGA107 Power Engineering
61117c71d6f9d1d8a1249e96,1103847708,"The aim of the module is to gain understanding into how engineering structures and components transmit loads and other external actions by means of internal stresses and how these stresses lead to strains and displacements. The course aims to explain the simple models of beam behaviour, concepts such as Mohr circle of stress and the relationships between stress and strain. Relevant case studies will be used to illustrate the importance of these subject areas.",EG-131 Strength of Materials (MM)
61117c71d6f9d1d8a1249e97,1103847708,The course provides a basic understanding of the relationship between the microstructure and the mechanical properties of metals. It will build on certain aspects of mechanical performance introduced in EG-180 (Introduction to Materials Engineering) and provide a reference point for supplementary modules in Years 2 and 3.,EG-184 Mechanical Properties of Materials
61117c71d6f9d1d8a1249e98,1103847708,"The course provides a basic understanding of the relationship between the microstructure and the mechanical properties of metals.  It will build on certain aspects of mechanical performance introduced in EG-180 (Introduction to Materials Engineering) and provide a reference point for supplementary modules in later years of the study.

Module Aims: to introduce the underlying principles of the mechanical properties of engineering materials.",EG-213 Mechanical Properties of Materials
61117c72d6f9d1d8a1249eaf,3562453004,"The module will introduce students to a range of professional skills that are part of engineering practice such as group work, ethics, sustainability, health & safety and employability.  Technical communication and report writing will also be introduced in the module in the context of the Bloodhound LSR. To allow students to practice these skills a statistical based analysis exercise using Excel will be undertaken. Excel, uncertainty and statistical skills will also be taught as part of the module to support the analysis exercise.",EGA119 Engineering Skills for Aerospace Engineers
61117c72d6f9d1d8a1249eb0,3562453004,"The course builds on the knowledge and experience developed by the students in experimental studies during Level 2. A number of advanced scientific experiments will be undertaken. In addition, students will carry out a number of modelling benchmark problems in order to develop their ability to create appropriate models, interpret the predictions and compare them with alternative solutions.",EGA324 Mechanical Engineering Practice
61117c72d6f9d1d8a1249eb6,1103847708,"Following on from the first year module ""Mechanical Properties"" this module provides further detail about the deformation characteristics of a wide range of engineering materials. 
The course aims to develop the understanding of topics taught in the first year module by application to high performance materials such as titanium and nickel. Further understanding of deformation and damage mechanisms is gained through targeted units on elasticity, plasticity, alloy strengthening, mechanics of materials, fatigue and creep. The knowledge provided then allows for topics such as methods of mechanical testing and additive layer manufacturing. The module then seeks to draw these topics together by considering application to three main material classes, metals, ceramics and composites.",EG-283 Mechanical Deformation in Structural Materials
61117c77d6f9d1d8a1249f95,2628949666,"This module builds upon the ""Basic Soil Mechanics"" module taught in Level 2 Civil Engineering. It is designed to strengthen the knowledge on the behaviour of soils and to give basic understanding of some geotechnical structures (e.g. retaining walls). The theories of lateral earth pressure (Mohr-Coulomb and Rankine) will be explained in detail as well as their implications into the design of earth retaining structures and the stability of slopes. The students will have the opportunity to resolve realistic geotechnical problems by means of their own designed computer program (e.g. through the use of the computer software MatLab).",EG-321 Geomechanics
61117c7bd6f9d1d8a124a02e,5066844442,"This module provides consolidation of earlier studies of material & energy balances, thermodynamics and separation processes. Commonly available process simulation software packages will be utilized to verify hand calculations performed to design chemical engineering unit operations. Utilising the process flowsheeting functions of these simulation packages, this module will highlight the ability to simulate and optimize the design of a chemical engineering unit operation or process.",EG-208 Process Design and Simulation
61117c7bd6f9d1d8a124a049,5066844442,"This module aims to take MSc students, who arrive with a variety of backgrounds, and carry out an advanced, in-depth design of a novel manufacturing process. The course will be composed of lectures and independent project work, and will start in Semester 1 by developing the necessary background skills for process design and process synthesis, to then focus on more specific topics that deal with the use programming tools to support decision-making. Taught topics include: mass and energy balances, ASPEN simulations, costing, life cycle analysis, market analysis etc. In parallel with the taught aspects, students will be expected to start researching into an appropriate compound for manufacture. The project itself requires the students to develop an innovative design for a plant to make a molecule for which no large scale production facility exists. The molecules to be produced need to be selected on the following characteristics: they should not be manufactured on a large capacity production facility (there may however be small scale production) and an outline of a manufacturing process including basic chemistry exists somewhere. The project will require the students to make choices and judgments on: the production capacity, time of operation, raw materials to use, production process, and benefit of the molecule to the company (i.e. economic, extending the knowledge base etc). As design is essentially a team exercise working well as a team is critical to successfully completing this project.",EG-M91 MSc Design Project
61117c7bd6f9d1d8a124a04a,5066844442,"This module aims to take MSc students, who arrive with a variety of backgrounds, and carry out an advanced, in-depth design of a novel manufacturing process. The course will be composed of lectures and independent project work, and will start in Semester 1 by developing the necessary background skills for process design and process synthesis, to then focus on more specific topics that deal with the use programming tools to support decision-making. Taught topics include: mass and energy balances, ASPEN simulations, costing, life cycle analysis, market analysis etc. In parallel with the taught aspects, students will be expected to start researching into an appropriate compound for manufacture. The project itself requires the students to develop an innovative design for a plant to make a molecule for which no large scale production facility exists. The molecules to be produced need to be selected on the following characteristics: they should not be manufactured on a large capacity production facility (there may however be small scale production) and an outline of a manufacturing process including basic chemistry exists somewhere. The project will require the students to make choices and judgments on: the production capacity, time of operation, raw materials to use, production process, and benefit of the molecule to the company (i.e. economic, extending the knowledge base etc). As design is essentially a team exercise working well as a team is critical to successfully completing this project.",EG-M91J MSc Design Project (January intake)
61117c7bd6f9d1d8a124a04b,5066844442,"This module aims to advance and broaden the design practices learnt at Level 3. This project will necessitate the students to adapt the design methodologies learnt previously to an unfamiliar molecule in order to generate a novel manufacturing process. The project itself requires the students to develop an innovative design for a plant to make a molecule for which no large scale production facility exists. The molecules to be produced need to be selected on the following characteristics: they should not be manufactured on a large capacity production facility (there may however be small scale production) and an outline of a manufacturing process including basic chemistry exists somewhere. The project will require the students to make choices and judgments on: the production capacity, time of operation, raw materials to use, production process, and benefit of the molecule to the company (ie economic, extending the knowledge base etc). Design is a team exercise throughout and working well as a team is critical to successfully completing this project.",EGCM89 Chemical and Environmental Engineering MEng Design Project
61117c7cd6f9d1d8a124a071,1431156887,This module aims to introduce the component of a Power Network and analyse their operation in both balanced and unbalanced conditions,EG-342 Power Systems
61117c7dd6f9d1d8a124a08c,1431156887,"The module aims to develop fundamental research skills. It comprises the development of supervised research work leading to a dissertation in the field of the Master's degree programme. The specific research topic will be chosen by the student following consultation with academic staff.",EG-D05 MSc Dissertation - Electrical Engineering
61117c7dd6f9d1d8a124a08d,1431156887,"This module will study Power Networks control including active power-frequency control, voltage-reactive power control and fault analysis. Integration of Renewable resources (including wind and solar) within the grid will be also discussed, which leads to the introduction of of distributed generation, microgrids and smart grids.",EGLM05 Advanced Power Systems
61117c7ed6f9d1d8a124a0ab,1431156887,"This module aims to introduce the component of a Power Network and discuss their operation in both balanced and unbalanced conditions. The students are required to self-study Load Flow analysis using the provided lecture notes (and other sources). Load Flow analysis will be assessed by a project (not in the final exam), which is 25% of the final mark.",EGLM07 Power Systems with Project
61117c80d6f9d1d8a124a0f3,7548692994,This module provides an introduction to some important techniques of optimisation that may be used across a broad range of engineering disciplines. The focus is on understanding the methods through hand calculation rather than the use of particular software packages. Numerical examples are employed to illustrate concepts and potential applications.,EG-M07 Optimisation
61117c81d6f9d1d8a124a119,9723241030,"Modern medicine is looking to tissue engineering to solve many disease states through the harnessing of the body¿s own repair mechanisms. Every day in the news we are seeing exciting glimpses into the application of tissue engineering for the replacement of tissues and eventually organs within the human body. Thus, the aim of the module is to provide the students with a rigorous understanding of the underlying themes of tissue engineering and equip them for the future developments that will impact significantly on their career as biomedical engineers. The module starts with an examination of how cells grow and differentiate into tissues, this is from an engineering prospective looking at the cell interactions, adhesion and mechanics.  The importance of stem cells in regenerative medicine will also be discussed. In order to engineer tissue the cells environment must be controlled so the module features a comprehensive examination on the design and production of scaffolding to guide cell growth and differentiation. This is accompanied by a similar assessment on the use of specialist bioreactors to amplify cell numbers, entrap cells in scaffolds and condition them so that they will survive implantation. In the latter part of the module case studies are used to reinforce the processes involved in tissue engineering. Thus, the module 
 finishes with a consideration of the current state of the art of tissue engineering with applications including cartilage, bone, skin and artificial organ engineering.",EG-3055 Tissue Engineering
61117c81d6f9d1d8a124a11a,9723241030,"This module looks at medical devices implanted within the human body and prosthetics, from two perspectives; i) how to engineer devices/implants to best deliver the required biological function and ii) the impact of implants on the human body.",EGA308 Implant and prosthetic Technology
61117c82d6f9d1d8a124a136,9723241030,"This module is an advanced look at the design, fabrication and optimisation of medical implants and prosthetics. Case studies will be used to bring together engineering concepts and apply them to key devices that are used to treat disease and assist patients.",EGM403 Implant Engineering 2
61117c82d6f9d1d8a124a137,9723241030,"This module provides an introduction to the analysis techniques used in nanotechnology, and general surface science, including scanning probe microscopy, electron and diffraction techniques.",EGNM01 Probing at the Nanoscale
61117c82d6f9d1d8a124a138,9723241030,The module aims to equip the student with an understanding of the concepts behind bionanotechnology. To achieve this the student is  introduced to the relevant biological processes that control life with nanoscale systems. This knowledge is established  from the perspective of nanoscale engineering.,EGNM05 Bio-nanotechnology
61117c84d6f9d1d8a124a17d,8877006022,"This is a practical module introducing students to fundamental engineering skills including work in the laboratory, basic programming and groupwork in a design challenge. Engineering is more than understanding technical design, it is often the social, environmental and economic context underpinning engineering solutions that determine success or failure. The design challenge/ hackathon will allow you to engage with a real world engineering problem",EG-119 Engineering Laboratory and Design
61117c84d6f9d1d8a124a17e,8877006022,"What is your personal philosophy of design? Complex and creative designing is a uniquely human process and anyone can learn the principles that underpin a creative approach to engineering and life. 

This module introduces factors that affect the way you approach design, including your positionality (class, culture, gender etc.) and how cognitive biases influence design decisions. We will look at individual and collaborative design methodologies and tools that can help you break out of your comfort zone and explore your creative potential.

We will also cover the basic concepts of sustainable civil engineering design and the latest design standards, the Structural Eurocodes, as applied to the preliminary design of steel and reinforced concrete.

The use of Revit, a computational modelling tool, will be introduced.",EG-122 Conceptual Design
61117c84d6f9d1d8a124a188,6312147027,"This module gives students the opportunity to explore options within Chemistry, giving opportunity to apply prior learning to advanced research topics and allowing students to pursue more specialised topics related to their research interests and aligned with the research areas represented within the Department. Study areas available will include advanced spectroscopic techniques, the application of instrumentation in chemistry, as well as more advanced synthetic pathways and a return to more integrated study of the traditional branches of organic/inorganic/physical chemistry.  Classes will be supported with workshops which will help students gain a thorough understanding of the integrated nature of Chemistry at an advanced level.

Where possible, topics will be taught using relevant examples from primary literature, encouraging students to evaluate and appraise a range of primary literature sources and locate appropriate new sources. 

The module is designed to be flexible to allow the content to vary with the research areas represented within the Department.",CH-412 Advanced Integrated Topics in Chemistry Part 1
61117c85d6f9d1d8a124a19d,8877006022,"This module introduces design tools and methodologies requires students to integrate the competencies gained from previous and concurrent modules. Students will be required to critically assess a design brief, and consider the role of sustainability in their design. Students will be set a contextualized group design challenge.",EG-130 Sustainable Integrated Design I
61117c85d6f9d1d8a124a19e,8877006022,"Engineering is more than understanding technical design, it is often the social, environmental and economic context underpinning engineering solutions that determine success or failure,

This has never been more relevant since the world is currently planning a radical transition to a low carbon economy while facing increased risks due to climate crisis which will bring with it unprecedented change to the world. Engineers will be at the forefront of this, and need to be equipped to tackle open-ended, unstructured and complex problems in collaboration with others.

The module is run in partnership with Engineers without Borders UK with the following structure:

Teaching Week 1-6: There will be lectures introducing contemporary issues in global engineering design. 

Teaching Week 7: You will work full time 9-3pm each day on an intensive design challenge.  You will be presented with a range of Global Challenges (e.g. access to water/ off-grid energy), and over the course of the design week, will work to research, design and critique possible engineering solutions.

The groups with the best performance in this module will represent Swansea University in the national Engineers without Borders UK competition.",EG-133 Engineering for People Hackathon
61117c85d6f9d1d8a124a19f,8877006022,"Systems Engineering is a holistic approach to manage complex engineering processes. Systems Theory recognises that any system is an amalgamation of different products and processes (social, technical, economic, environmental), with shifting drivers and barriers which are interlinked with differing dependent relationships. 

Systems Engineering requires looking at the life cycle of a process, from concept to end of life. This module will introduce some systems theory, and explore conceptual models and management techniques for applying systems thinking to engineering projects",EG-278 Systems Engineering Management
61117c85d6f9d1d8a124a1a7,6312147027,"This generic cross-disciplinary module is for all students who have enrolled (or transferred) onto the Engineering Year in Industry scheme. The module focuses on the underpinning and fundamental requisites required to gain, enter and progress effectively through an industrial placement. Learners will be introduced to a) sourcing placements, CV writing and application techniques; (b) interview techniques - how to pitch yourself and be successful; (c) workplace fundamentals and IP awareness, behaviours and expectations; (d) key employability skills; getting the most from your Industrial Placement; and (e) health and safety in the workplace.",EG-233 Placement Preparation: Engineering Industrial Year
61117c85d6f9d1d8a124a1a8,6312147027,"This module has two main components:

Component 1 (Engineering drawing and CAD):
The first is the development of their engineering drawing skills using a CAD software package to the required British Standard. 

Component 2 (Design project):
The second component involves the students working together in groups to address a 'real-world' medical device design brief. Students will be introduced to the medical design development process, which they will follow in order to develop their product concepts. There will be an emphasis on the importance of identifying end user needs (i.e. functional requirements), and how these inform the design process. The importance of having a robust product design specification is emphasised, along with an introduction to innovative design tools and approaches. The selected concept design will be developed virtually in CAD. Each group participant will be responsible for a component or element of the device, which will then be part of the overall product assembly which will be outlined in the group element of the report.",EG-236 Design for Medical Engineering
61117c85d6f9d1d8a124a1a9,6312147027,The module introduces the basic principles of  chemistry  to Engineers. It covers a wide range of topics ranging from reactions in organic and inorganic compounds  to the physicochemical properties of compounds. We will also explore the principles of thermodynamics and chemical kinetics in chemical reactions.,EGA109 Chemistry for Engineers
61117c85d6f9d1d8a124a1bc,8877006022,"This module demonstrates the outcomes of three years of learning and applies multiple skills to an integrated engineering design project using a systems approach to design. The project will show that students can manage and deliver a design task, as a team, through all stages of the design process. Students should progress from specification to concept design, undertake analysis (using conceptual and computer tools as appropriate) and produce a design report and assembly drawings.",EG-3075 Sustainable Integrated Eng Design & Management
61117c85d6f9d1d8a124a1bd,8877006022,"The module is where this program ultimately culminates with the final development stages and realisation of a team based project (as defined at the recruitment stage) with individual aspects considered and assessed as a final dissertation submission. The nature of the dissertation will be dependent on the nature of the specialisation of the participant.

During the period of this module, a preparatory period will be followed by participants spending (or utilising remote engineering techniques) a period of circa. 3 weeks in-country delivering the project, with support from academic team leads and other supporting staff, stakeholders or collaborators. This will be concluded with a debrief and final dissertation writing period.",EG-D10 Team Project & Individual Dissertation
61117c85d6f9d1d8a124a1be,8877006022,"The module is where this program culminates with the final development stages and realisation of a team based project with individual aspects considered and assessed as a final dissertation submission. The nature of the dissertation will be dependent on the nature of the specialisation of the participant.

During this module, a preparatory period will be followed by participants spending (or utilising remote engineering techniques) a period of circa. 3 weeks in-country delivering the project, with support from academic team leads and other supporting staff, stakeholders or collaborators. This will be concluded with a debrief and final dissertation writing period, a group presentation and an individual viva voce.",EG-D11 Team Project & Individual Dissertation (Engineers)
61117c86d6f9d1d8a124a1c7,6312147027,"The module involves the application of advanced scientific and engineering principles to the solution of a practical problem coming from outside engineering.The student will be working independently on a substantial, individually assigned task, using accepted planning procedures. It will require and develop self-organisation and a critical evaluation of options and results, as well as developing technical knowledge in the topic of research.The student will develop a clear view on the integration of medical engineering in a professional environment.",EGDM03 Individual Research Project
61117c86d6f9d1d8a124a1c8,6312147027,"This module is an advanced look at the design, fabrication and optimisation of medical implants and prosthetics. Case studies will be used to bring together engineering concepts and apply them to key devices that are used to treat disease and assist patients.",EGM403 Implant Engineering 2
61117c86d6f9d1d8a124a1c9,6312147027,"This module will cover the broad range of subjects which encompass the discipline nanomedicine. Building on the foundation of a knowledge of nanotechnology this module will focus on medical applications including biological markers, diagnostics, therapeutics and drug delivery vehicles.",EGNM07 Principles of Nanomedicine
61117c86d6f9d1d8a124a1de,8877006022,"The module is the first of two that involve the development, synthesis and application of scientific, engineering, personal, professional and project management skills to deliver an approach to a solution of the specific group and individual projects.

It will require and develop self-organisation skills and the critical evaluation of options and results, as well as developing technical and specialist knowledge around sustainable engineering solutions in the project area. 

This module is focused on creative techniques including human-centred design and design thinking techniques.",EGSM17 Concept Development and Application Pt1
61117c86d6f9d1d8a124a1df,8877006022,"The module is the second part of two that involve the application of personal, professional, project management and both ¿library¿ and field based research skills to develop an approach to the solution of the specific group and individual projects, 

The participant will gain experience in working independently and in a group on the team and individually assigned element of the project, utilising basic accepted planning procedures. 

This second part is ¿in-country¿ (field) based and will be approximately one week in duration. During this period, participants will gather field data through community engagement to ensure key stakeholder and end user requirements are met. Consideration will also be given to impact evaluation and monitoring and a revised project plan will be developed.

It will require and develop self-organisation and the critical evaluation of options and results, as well as developing technical knowledge in the chosen topic, all in a ¿real¿ field environment.",EGSM20 Concept Development and Application Pt2
61117c99d6f9d1d8a124a531,2497669132,"This module considers the most important solidification and solid-state phase transformations that can occur in metallic materials and how these transformations determine microstructural evolution. The kinetics of phase transformations are discussed and procedures for controlling microstructures, and hence mechanical properties, detailed by reference to the processing of commercially significant alloys.",EG-280 Microstructure Evolution and Control in Metallic Materials
61117c99d6f9d1d8a124a532,2497669132,"The course builds on knowledge gained in Year 2 Modelling and Simulation module. The course will provide students with the opportunity to construct programmes that solve more advanced numerical problems and also simulate some real physical phenomena that are important in engineering. The course finishes when students synthesize mathematical, numerical and fundamental metallurgical principles into a fully operational diffusion simulation.",EG-282 Computational Materials 1
61117c9ad6f9d1d8a124a551,2497669132,"This module is concerned with the microscopic examination, measurement and interpretation of the microstructures of metals. This involves the development skills in the microstructural characterisation of metals and the development of sound microstructural measurement methodologies. This is then reinforced by logical reasoning based on an understanding of binary phase diagrams of the nature of the phase transformations occurring in metals and of the influence of processing on microstructure. This module also details the mathematical descriptions necessary for the solution of a variety of critical engineering problems, with an emphasis on materials processing.",EG-286 Materials Practicals 2a: Microstructure Development in Alloy Systems
61117c9bd6f9d1d8a124a570,2497669132,"The module aims to develop fundamental research skills. It comprises the development of supervised research work leading to a dissertation in the field of the Master's degree programme. The specific research topic will be chosen by the student following consultation with academic staff.",EG-D06 MSc Dissertation - Materials Engineering
61117c9bd6f9d1d8a124a571,2497669132,"This module is based around four separate case studies in Materials and Sports Materials. Each case study will focus on a particular engineering material, component or structure. Within each case study, students will be presented with some initial material, along with suggested links to further information. Students will then undertake independent study either individually or in groups, with a final report presented on the findings. In some case studies, presentations will be part of the assessment.  The specific case studies will include engineering design, materials selection for engineering applications, failure analysis, materials characterisation techniques and investigation of material for solar cell.",EGA113 Case Studies in Materials
61117c9cd6f9d1d8a124a590,2497669132,"The project will be selected following discussions with the Course Coordinator.  Original research will be carried out, implementing the work necessary to achieve the milestones, objectives and deliverables outlined in the Project Plan. Following approval of the Project Plan and completion of mandatory safety training and documentation, the student will begin the research programme and subsequently comply with the following.  Attendance of progress meetings with supervisor(s), as required: Submission and approval of supervisor(s) of an interim research progress report; Short oral presentation of project progress; Submission of thesis, according to University Regulations, with a target date of September 30th.
Not available to visiting or exchange students.",EGTM05B MRes Project Thesis
61117ca4d6f9d1d8a124a6b3,3123117525,"This module will introduce students to the fundamental technology of aerospace engineering. It serves as an integrating module, demonstrating the application of the fundamental scientific principles taught in other modules, in an aerospace context. The module provides a foundation for further specialist aerospace modules at levels 5, 6 and 7.",EG-194 Introduction to Aerospace Engineering
61117ca4d6f9d1d8a124a6b4,3123117525,"This module aims to extend the previous Fluid Mechanics 1 module from Level 1 and develops the students' understanding of the fundamental equations governing aerodynamics and their application to aeronautical systems.  The systems will apply the theory to problem-solving in the field of aerodynamics.",EG-293 Aerodynamics
61117ca5d6f9d1d8a124a6cc,3123117525,This module enables students to participate in a group activity involving an integrated holistic approach to achieve a solution to a specific engineering problem. In most instances it will involve either direct interaction with industry or will be an industrially-related project. Issues other than providing a purely technical solution to the problem will have to be considered in order to achieve a satisfactory outcome to the project.,EG-M193 Aerospace Group Project (MSc Jan Intake)
61117ca5d6f9d1d8a124a6cd,3123117525,This module enables students to participate in a group activity involving an integrated holistic approach to achieve a solution to a specific engineering problem. In most instances it will involve either direct interaction with industry or will be an industrially-related project. Issues other than providing a purely technical solution to the problem will have to be considered in order to achieve a satisfactory outcome to the project.,EG-M62 Group project (Aerospace)
61117ca5d6f9d1d8a124a6ce,3123117525,The module provides an introduction to some of the problem solving techniques that can be used to address the type of problems that are encountered by aerospace engineers. The module will introduce students to the concepts of structured programming and software engineering. It will then use MATLAB to allow the students to practice using the techniques.,EGA118 Problem solving for Aerospace Engineers
61117ca5d6f9d1d8a124a6dc,6502847284,"This module presents the essential element of modern optical networking, both in backbone and broadband access scenarios. The module evaluates WDM, the most popular, bandwidth-rich contemporary approach and also others, including optical time multiplexing and photonic packet switching.  Relevant telecommunication protocol standards, client layers, and principles of networking design, network dimensioning and planning are covered. Key demonstrators and field hardened trials are presented.",AT-M79 Optical Networks
61117ca5d6f9d1d8a124a6dd,6502847284,"This module is devoted to the technology underlying optical fibre communication systems. It covers the fundamental properties of optical fibres and key components, and the principles of operation of systems including WDM based high capacity transport networks. The network architecture designs and performance metrics are examined. Modern topics are introduced such as advanced modulation formats, coherent communications, spectrum efficiency and Shannon limit capacity.",AT-M80 Optical Fibre Communications
61117ca5d6f9d1d8a124a6de,6502847284,To introduce the students to the fundamentals of electricity and magnetism.,EG-040 Electricity and Magnetism
61117ca6d6f9d1d8a124a6f4,6502847284,"This module presents the fundamentals of optics and elements of modern optical networks.  Basics of installation, testing and maintenance fibre optic networks will be covered.  Best practices from field are presented.",EG-B22 Fibre Optics Networks
61117ca6d6f9d1d8a124a6f5,6502847284,This module enables students to participate in a group activity involving a multi-disciplinary approach to achieve a solution to a specific design problem. In most instances it will involve either direct interaction with industry or will be an industrially-related project. Issues other than providing a purely technical solution to the problem will have to be considered in order to achieve a satisfactory outcome to the project.,EG-M121 Group Project (EEE)
61117cabd6f9d1d8a124a7b8,3793088014,"The module develops software engineering practice through practical applications using Python. This is achieved through a number of programming assignments throughout the semester and a series of class tests each week. Each assignment begins with the students being given one or more programs which they are expected to enhance to satisfy the brief.

In order for the continual assessment marks to count, you must achieve at least 30% in the class test component. If you achieve less than a combined score of 30% in the class tests, then the module mark will be just the class test mark.",EG-244 Software Engineering
61117cabd6f9d1d8a124a7b9,3793088014,"The principles of the Internet are explained including protocols, services and functions of its 6 out of 7 OSI layers from the application layer down to the link layer. Emphasis is on understanding the TCP/IP protocol stack. Such knowledge of the Internet is then extended to cover the principles of wireless and mobile networks, multimedia networking, security in computer networks, and telecommunication networks management.",EG-351 Communication Systems and Networks
61117cabd6f9d1d8a124a7d8,3793088014,"The principles of the Internet are explained including protocols, services and functions of its 6 out of 7 OSI layers from the application layer down to the link layer. Emphasis is on understanding the TCP/IP protocol stack. Such knowledge of the Internet is then extended to cover the principles of wireless and mobile networks, multimedia networking, security in computer networks, and telecommunication networks management.",EG-M191 Communication Systems and Networks
61117cabd6f9d1d8a124a7e2,9407956350,"This module builds on years 1 and 2 studies of traditional separation processes, extending these to multi-component systems. Short-cut methods are described. The importance of non-ideal behaviour is highlighted in descriptions of azeotropic and extractive distillation. The discussion of absorption is extended to include chemical reactions, and basic knowledge of adsorption and ion exchange separation processes is covered in this module.",EG-338 Separation Processes II
61117cacd6f9d1d8a124a803,9407956350,"This module aims to deliver a working knowledge of water and wastewater treatment processes. The module will cover various physical, chemical and biological unit operations commonly used in the treatment of water and wastewater. This module will particularly emphasise the design and operational issues related to these unit operations. Moreover, the module will cover regulatory aspects related to water quality and requirements for treatments of drinking water to be fit for human consumption and of wastewater to be disposed of safely in the aquatic environment.",EG-M09 Water and Wastewater Engineering
