_id,about,available_for,created_ID,first_name,last_name,location,title
61117c3ad6f9d1d8a12495ee,"[""<p>Professor James Durrant FRS, former Sêr Cymru research chair in solar energy at Swansea University leads ‘Sêr Solar’. With £7 million in funding, this is establishing a research cluster focused on the development of low cost, large area photovoltaic technologies.</p>"",""<p>Based at <a href=\""https://www.specific.eu.com/\"">SPECIFIC</a>, with collaborations including his team at Imperial College London, the aim is a solar energy research centre delivering world-leading scientific research, growing a new printed solar manufacturing industry.</p>""]",Null,9583763176,James,Durrant,[],Professor
61117c3ad6f9d1d8a12495f6,"[""<p>Zhongfu obtained his PhD degree in Power Electronics from Sussex University in 2004 then joined Swansea University as a research officer. He is currently a Lecturer in Power Electronics in the College of Engineering at Swansea University.</p>"",""<p>His current research interests are in: Power electronics converters and controls for solar and wave power conversion systems, Electrical machine control and power systems. He has also published over 50 scientific papers in various international journals and conferences in the area of power electronics and power system.</p>""]",Null,6632566843,Zhongfu,Zhou,[],Dr
61117c3bd6f9d1d8a124962f,"[""<p>Dr Zhang has a proven track record in the development of novel prototype technologies, especially in water monitoring and treatment.</p>"",""<p>His PhD project, ‘New nanocomposite of porous materials and visible light sensitive catalysts for efficient wastewater purification’ was funded by the Australian Research Council (ARC) Linkage Project (No. LP0989240, 2008-2011). In recognition of his PhD research, he received several prestigious awards, including the ‘Chinese Government Award for Excellent Students Abroad’ (2009) and the ‘International Humic Substance Society’ (IHSS) travel award (2010).</p>"",""<p>From 2011 to 2014, he developed a novel capacitive deionization (CDI) technology for inland brackish water desalination, which was funded by the National Centre of Excellence in Desalination, Australia (NCEDA). This project was carried out in conjunction with the industry partners, ‘Power and Water Corporation’ in the Northern Territory, and ‘SA Water’ in South Australia (with a budget of £300,000).</p>"",""<p>The impact of his work on Australian socioeconomics was featured as a cover article titled, ‘CDI can supply remote places’ in Desalination &amp; Water Reuse, Vol. 22, Issue 2. To evidence this contribution further, he also won the highly competitive Australian Water Association (AWA) Postgraduate Water Research Award in 2013 (only 1 per year in Australia).</p>"",""<p>In 2014, he was awarded an Australian Endeavour Research Fellowship to work at the University of Cincinnati and National Risk Management Research Laboratory, United States Environmental Protection Agency (U.S. EPA). Between 2015 and 2017, he was selected by Australian Academy of Science as a Japan Society for Promotion of Science (JSPS) Overseas Fellow (10 per year in Australia) to worked at University of Tokyo, Japan.</p>"",""<p>Since 2016, Dr Zhang has been at the forefront of developing electrochemical sensors using various nanomaterials for environmental water monitoring, including heavy metals (i.e. lead and cadmium), disinfection by-products and algal toxins. </p>""]",Null,2330466220,Wei,Zhang,"[""Academic Office - C_216"",""Second Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c3bd6f9d1d8a1249630,"[""<p>Jennifer Thompson completed her undergraduate degree in Engineering Science at Oxford University in 2001, where she specialised in Fluid Dynamics.<br> <br> On completion of her degree, she worked in Risk Consultancy for the Oil and Gas Sector and in the development of Scientific Standards at the Home Office. </p>"",""<p>In 2011, Jennifer undertook an Engineering Doctorate at Swansea University in the application of Computational Fluid Dynamics (CFD) to Industrial Mixing Processes. Subsequently, she worked as a post-doctorate researcher within the ASTUTE team at Swansea University, continuing her research in applied CFD along with Optimisation techniques. She attained her Chartered statues with IMechE in 2017.</p>"",""<p>In June 2019, Jennifer was appointed as a Lecturer within the Mechanical Engineering portfolio in Swansea University. Her current areas of interest are split between pedagogical research into Higher Education teaching approaches and Industry 4.0; specifically the development of Digital Twins – which will build on her previous simulation-based experience.</p>""]",Null,1669228664,Jennifer,Thompson,"[""Temporary Teaching Space [in Open Plan Office] - A_114"",""First Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c3bd6f9d1d8a124963c,"[""<p>Natalie Wint is currently a Lecturer within the Materials Research Centre (MRC) within the Swansea University.</p>"",""<p>Her current research focuses on the corrosion of metallic alloy coatings used within the steel industry and the use of ion exchange resin based corrosion inhibitors within organic coatings. She has the ability to use state of the art electrochemical equipment such as SVET, SKP and SKPFM.</p>"",""<p>Natalie's work involves working closely with industrial partners such as Tata Steel, BASF and UPol and involves collaborations with world leading universities within the field such as McMaster University (Ontario), the University of Virginia, the University of Southern Mississippi, and the Fontana Corrosion Center (The Ohio State University). She has also completed work alongside The Singapore Institute of Manufacturing Technology.</p>"",""<p>In light of the opportunities offered by additive manufacturing, Natalie's current research aims to investigate the corrosion performance of components produced using laser powder bed fusion.</p>"",""<p>She is also interested in the incorporation of inclusivity and diversity within the engineering curriculum, as well as decolonising of the curriculum. </p>""]",Null,4180747383,Natalie,Wint,[],Dr
61117c3cd6f9d1d8a1249661,"[""<p>MEng PhD FHEA</p>"",""<p>Andrew Tappenden's research and teaching interests lie in mechanical design, focusing on using parametric designs to make bespoke components through optimisation using finite element analysis (FEA) simulations.</p>"",""<p>His current research involves the development of customisable VR equipment to allow the inclusivity of all users into this new technology which is currently not suitable for all.</p>""]",Null,4306566943,Andrew,Tappenden,"[""Academic Office - A_015"",""Ground Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c3dd6f9d1d8a1249670,"[""<p style=\""text-align: justify;\"">Dr Hadi Madinei is a Lecturer in the College of Engineering at Swansea University. His research interests are in the field of nonlinear structural dynamics, with a focus on Micro/Nano-Electro-Mechanical Systems (MEMS/NEMS) and energy harvesters. Dr Madinei has used different modelling techniques to analyse and design a wide range of MEMS sensors and actuators. He is quite expert in developing mathematical models to analyse the vibration of dynamic systems. Dr Madinei is specifically interested in modelling and design of novel MEMS energy harvesters for communications and health monitoring applications.</p>""]",,1668215244,Hadi,Madinei,"[""Office - 325"",""Third Floor"",""Engineering North"",""Bay  Campus""]",Dr
61117c3dd6f9d1d8a1249672,"[""<p>Dr Elizabeth Sackett is a lecturer in the Materials Research Centre at Swansea University, currently working in close collaboration with Tata Steel UK on various aspects of steel metallurgy and processing. Her teaching portfolio covers topics on a wide range of advanced metallic systems.</p>"",""<p>Elizabeth gained her PhD in Material Science and Engineering on dwell fatigue of Ti685, which was sponsored by the US Air Force. She has over 10 years experience in postgraduate and commercial research on a wide range of alloys and composites and has published in a range of international journals. Elizabeth has collaborated with over 30 leading international companies, contributing to project development and supervision. Currently, the focus of her research explores mechanical properties of materials in relation to nanoindentation including residual stress and strain mapping. Elizabeth is the Athena SWAN lead for College of Engineering, Swansea University.</p>""]",Null,3793718356,Elizabeth,Sackett,"[""Academic Office - A211"",""Second Floor"",""Engineering East"",""Bay  Campus""]",Dr
61117c3dd6f9d1d8a1249673,"[""<p>Dr. Sarp obtained his Ph.D. in Environmental Science and Engineering at the Gwangju Institute of Science and Technology (GIST), South Korea, after receiving both his B.Sc. and M.Sc. degrees in Chemical Engineering from Ege University, Turkey.</p>"",""<p>During his Ph.D. studies, he worked as a research associate at Southern Nevada Water Authority (SNWA), Las Vegas, and as a part time instructor at the University of Las Vegas Nevada (UNLV). Previously, Dr. Sarp was a Senior Scientist at QEERI, Qatar.</p>"",""<p>Dr. Sarp is the author/co-author of 30 peer reviewed articles, 1 book, 4 book chapters, and 5 intellectual properties. Dr. Sarp is also the Editor-in-Chief of the Case Studies in Chemical and Environmental Engineering (CSCEE – Elsevier) and a member of the Editorial Board of Desalination Journal (Elsevier).</p>""]",Null,3053538430,Sarper,Sarp,[],Dr
61117c3ed6f9d1d8a12496ba,"[""<p>Christopher Phillips</p>""]",Null,2458540383,Christopher,Phillips,"[""Office - 408"",""Fourth Floor"",""Engineering North"",""Bay  Campus""]",Dr
61117c3fd6f9d1d8a12496d0,"[""<p> </p>"",""<p> </p>""]",Null,7108785371,Jase,McFadzean,"[""Academic Office - A_012"",""Ground Floor"",""Engineering Central"",""Bay  Campus""]",Mr
61117c41d6f9d1d8a1249708,"[""<p>Dr Ji Li is currently a Lecturer in River Engineering in Zienkiewicz Centre for Computational Engineering, Swansea University. Before joining Swansea in 2019, he was a Research Fellow in Wuhan University, China. He obtained PhD degree from Heriot-Watt University, UK, where he also worked as a Research Associate following the completion of PhD study. He also received a PhD degree of Hydraulics and River Engineering in Wuhan University.</p>"",""<p>Ji’s main research interest is mathematical modelling of shallow water-sediment flows in surface water environments, including fluvial river flows and geophysical mass flows such as debris flows and landslides. His research vision is to develop a physically-enhanced high-performance numerical model to simulate and understand the hydro-sediment-morphodynamic processes, and apply it to mitigate risks due to flooding, landslides and debris flows. </p>""]",Null,8901218279,Ji,Li,"[""Office - 107"",""First Floor"",""Energy Safety Research Institute"",""Bay  Campus""]",Dr
61117c41d6f9d1d8a1249709,"[""<p><strong></strong>PhD MRes BEng ProfGrad IOMMM</p>"",""<p>Research interests involve using computational methods to solve structural engineering problems, with an emphasis on correlating numerical trends to observable micromechanical phenomenon. </p>"",""<p>Completed a PhD in finite element analysis (FEA) of creep in nickel and titanium alloys in 2007, followed by post-doctoral research at the Rolls-Royce UTC in Structural Materials at Swansea University. This research focused on developing numerical methods for predicting creep and fatigue in aeroengine applications.</p>"",""<p>More recent research has involved modelling miniaturised mechanical test techniques, additive layer manufacturing (ALM), multidisciplinary design optimisation of automotive body-in-white structures using high performance computing (HPC) and digital image correlation (DIC).</p>"",""<p>Currently, investigating various aspects concerning the formability of thin sheet metals using FEA applied to metal packaging forming in collaboration with Crown Holdings.</p>""]",Null,7028301249,Will,Harrison,"[""Office - 307"",""Third Floor"",""Engineering North"",""Bay  Campus""]",Dr
61117c41d6f9d1d8a1249722,"[""<p>Dr Farzaneh Hafezi is an Industrial Lecturer at the College of Engineering, Swansea University. She completed her MSc in 2009 on discrete elements simulation model and she graduated to her PhD in 2014 on Computational Modelling of Fluid-Structure Interaction at Nano-Scale. In her post-doctoral research, Dr Hafezi worked for Cross Flow Energy where she was using CFD tools to assess the performance of vertical axis wind turbines: Using computational fluid dynamics (CFD) to model the flow around and through a novel design wind turbine.</p>"",""<p>In her role as an Industrial Lecturer, she is successfully bringing her research and interpersonal skills together to motivate Welsh SME employees to upskill their academic knowledge which is valuable in upskilling the Welsh industrial workforce.</p>""]",Null,5766716179,Farzaneh,Hafezi,[],Dr
61117c42d6f9d1d8a1249736,"[""<p>Dr. Augustine Egwebe received his PhD and BEng degrees in Electrical and Electronic Engineering (EEE) from Swansea University, Wales.</p>"",""<p>Dr Egwebe currently works as a Lecturer with the EEE portfolio, having supporting learning and teaching activities in HE/Swansea for at least seven years including his previous role as a laboratory demonstrator during his PhD programme.</p>""]",Null,6312401166,Augustine,Egwebe,[],Dr
61117c42d6f9d1d8a1249750,"[""<p>Dr Nathan Cooze CEng CSci BEng MRes EngD MIMMM FHEA holds a BEng Honours degree in Product Design Technology, a MRes in Steel Technology sponsored by Tata Steel and an EngD in Materials Engineering supported by the French Corrosion Institute and has taught in Higher Education for over 10 years.</p>"",""<p>He spent three years as a post-doctoral researcher leading Swansea University’s contribution to a large European project, MICROCORR, a collaboration between world-leading industrial, technical and academic partners, namely, Tata Steel Europe, Arcelor Mittal, Voestalpine, Max-Planck-Institut, French Corrosion Institute, Chimi ParisTech, OCAS, VSCHT and Swerea KIMAB. The successful project studied improvements in galvanised steel product durability through modifications made to the alloy coating microstructure using novel experimental methods. Nathan has been responsible for designing and developing a novel time-lapse microscopy technique to observe the corrosion mechanisms of metal alloy systems. To date, he has published a number of papers in high impact journals and has presented at international conferences, ISE 2015, Eurocorr 2017 and Eurocorr 2018.</p>"",""<p>Nathan is currently is a member of the Metal Project as an Industrial Lecturer in Engineering. He is a Fellow of the Higher Education Academy (FHEA), an AdvanceHE Assessor, a professional member of the Institute of Materials, Minerals and Mining (IOM3), a Chartered Engineer and Chartered Scientist.</p>"",""<p><iframe src=\""https://www.youtube.com/embed/TVu5UAJm5M4\"" width=\""560\"" height=\""315\""></iframe></p>""]",Null,7005222527,Nathan,Cooze,[],Dr
61117c43d6f9d1d8a1249764,"[""<p>My research interests lie in the broad area of Linear and Nonlinear Structural Dynamics and Control. Aeroelasticity (and the control of aeroelastic systems), in particular, has been my most recent area of research. In this area, I study the dynamic behaviour of aeroelastic systems, and research linear and nonlinear control methods (e.g. Feedback linearisation, Pole-placement). I am also interested in the study of the dynamics of non-smooth nonlinear systems (structural and aeroelastic) and their control.</p>""]",Null,1505852543,Shakir,Jiffri,[],Dr
61117c44d6f9d1d8a1249782,"[""<p>Zoran Jelic</p>""]",Null,3925161620,Zoran,Jelic,"[""Academic Office - A_212"",""Second Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c45d6f9d1d8a12497c7,"[""<p>A chemical and process engineer with 25 years industrial experience who is enthusiastic about bringing real world applicability into his teaching.</p>"",""<p>Having worked as a project engineer and project manager in the food, biotech, pharmaceutical, waste water &amp; effluent recovery and oil industries and completing my industrial experience as a Managing Director of a bespoke membrane system supplier.</p>"",""<p>Employability Champion for the Chemical and Environmental Engineering portfolio.</p>""]",Null,6693159780,Peter,Esteban,[],Dr
61117c46d6f9d1d8a12497e5,"[""<p>Dr Coccarelli is an enthusiastic engineer/researcher/teacher/event organizer.</p>"",""<p>His current research interests lie at the interface between vascular mechanobiology and in silico medicine. He uses different modelling approaches and computational techniques for solving a broad range of biophysical-mechanical problems, spanning from cellular to systemic circulation level. </p>""]",Null,4567096083,Alberto,Coccarelli,"[""Academic Office - A_121"",""First Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c47d6f9d1d8a12497fd,"[""<p>Xiaojun Yin is a Chartered Engineer with experience in civil and structural engineering design. She has worked in a broad range of disciplines, including Bridges, Marine, Building Structures and Advanced Engineering Analysis.</p>""]",Null,3186037281,Xiaojun,Yin,[],Miss
61117c47d6f9d1d8a124981c,"[""<p>Dr Richard Butterfield is a Lecturer in Chemical Engineering.</p>""]",Null,1806828516,Richard,Butterfield,"[""Office - 212"",""Second Floor"",""Engineering North"",""Bay  Campus""]",Dr
61117c48d6f9d1d8a1249833,"[""<p>Alison has over 10 years' experience in modelling multiphysics processes with particular expertise in modelling processes involving complex flows. She has been involved in several industry led projects in the areas of wind turbines, metal processing, manufacture of electronics components and the development of ventilation systems.<br><br>As a member of the Marine Energy Research Group, Alison is currently involved in developing computational models to assess both the performance of marine energy devices and their interactions with the environment. She has also worked with a number of SME's in Wales to assess the feasibility of their devices and ideas for marine renewable energy.</p>""]",Null,8032477773,Alison,Williams,"[""Academic Office - A_010"",""Ground Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c48d6f9d1d8a124984c,"[""<p><strong>Dr Adesola Ademiloye</strong> is a Lecturer in the Zienkiewicz Centre for Computational Engineering (ZCCE), College of Engineering, Swansea University. Prior to this, Dr Ademiloye was a Postdoctoral Research Associate at the City University of Hong Kong. He holds a Bachelor of Engineering (BEng) degree in Civil Engineering with first-class honours from Ekiti State University, Nigeria. He was awarded a Doctor of Philosophy (PhD) degree in Civil Engineering (Computational Mechanics) by the City University of Hong Kong in October 2017. Dr Ademiloye’s research and teaching interests include <em>structural engineering</em>, <em>computational mechanics</em>, <em>multiscale modelling</em>, <em>biomechanics</em> and <em>numerical methods</em>. Dr Ademiloye is accepting applications for PhD students and visiting scholars/students.</p>""]",,3321657667,Adesola,Ademiloye,[],Dr
61117c49d6f9d1d8a1249866,"[""<p>Dr Wang is among the group of pioneering researchers who have made solid contributions in the areas of nano-mechanics of advanced materials and biomechanics of cytoskeleton in cells.</p>"",""<p>He is an expert in using multiscale modelling techniques to reveal distinct mechanical/ electromechanical responses of nanoscale crystal materials and protein polymers. The research aims to uncover the physics emerging at the nanoscale, establish the theoretical framework of nano-/cell mechanics and offer theoretical guidance to the design of nano/biomimetic materials, nano/bio-sensors and nanogenerators.</p>"",""<p>Currently, Dr Wang is extending his research to biomedical engineering where a novel electromechanics cell model will be developed in an attempt to transform cells into biosensors for disease diagnosis and gain deep insights into cell mechano-transduction. The research outcomes so far have led to 75 journal papers and more than 10 conference contributions, which have made significant impacts in the area internationally.</p>""]",Null,6880557897,Chengyuan,Wang,[],Dr
61117c4bd6f9d1d8a12498b6,"[""<p>Dr Yuying Xia is a Senior Lecturer in Aerospace Engineering.</p>""]",Null,8495485959,Yuying,Xia,[],Dr
61117c4bd6f9d1d8a12498b8,"[""<p>Dr Wing Chung Tsoi is a Lecturer. His research interests are mainly focus on solution-process photovoltaic/solar cells, including organic solar cells, and perovskite solar cells.</p>"",""<p>He is particularly interested in understanding the structure-property-performance relationship of the photovoltaic/solar cells, in order to understand the fundamentals and to improve the performance, particularly the stability of the photovoltaic/solar cells.</p>"",""<p>His expertise is on developing/applying advanced (nano-) characterization methods to probe the structures/morphology of the photovoltaic thin films, and correlate it to the properties and performances. His particularly expertise is on advanced Raman spectroscopy and functional atomic force microscopy (AFM) as well as photovoltaic cells for indoor, power generation window and aerospace applications.</p>"",""<p>Dr Wing Chung Tsoi obtained his higher diploma in Applied Physics from The Hong Kong Polytechnic University. He then obtained BSc in Physics with Lasers and Photonics from The University of Hull. He obtained his PhD in Physics (Title of Thesis: Polymerisable Liquid Crystals for Organic Photovoltaics) under supervision of Prof. Mary O'Neill at The University of Hull in 2006.</p>"",""<p>During his PhD, he discovered novel light absorbing, charge transporting liquid crystals can be used as PV materials and to fine tune its nano-morphology to significantly improve the efficiency of the PV. [1] He then took a postdoctoral position under Prof. David Lidzey at The University of Sheffield, working on organic semiconducting materials for novel ultrafast optical switching. During the period, he discovered that an interesting and special phase, so called \""beta-phase\"" can be formed with fluorene oligomers. [2]</p>"",""<p> </p>""]",Null,1755211485,Wing,Chung Tsoi,[],Dr
61117c4cd6f9d1d8a12498ed,"[""<p>I joined the College of Engineering at Swansea University after six years of work in the power industry with the aim to use my experience to solve the challenges related to the integration of power electronics devices in the transmission and distribution systems, focusing on power quality issues. </p>"",""<p>I am passionate about teaching and I use my professional experience to provide practical examples in my lectures.</p>"",""<p>I am active in public engagement activities and I aim at promoting STEM subjects within groups that are currently under-represented. </p>"",""<p>More information can be found at: <a href=\""https://engweb.swan.ac.uk/~grazia.todeschini/home.html\"">https://engweb.swan.ac.uk/~grazia.todeschini/home.html</a> </p>""]",Null,8886724476,Grazia,Todeschini,[],Dr
61117c4dd6f9d1d8a1249927,"[""<p>Kiyo Wada is an experienced senior academic staff with a demonstrated history of working in the higher education, aerospace and commercial industries.</p>"",""<p>Kiyo is skilled in Systems Engineering, Quality and Reliability Engineering, Satellite Systems, Product R&amp;D, and Project Management. Kiyo is also a Chartered Engineer and Project Professional graduated from the University of Glasgow (BEng (Hons)), and Nanyang Technological University (PhD).</p>""]",Null,9723810313,Kiyo,Wada,"[""Academic Office - A_203"",""Second Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c4dd6f9d1d8a1249928,"[""<p>Summary of research interests:<br><br><strong>Catalysis in Thermal Biomass Conversion</strong><br><br>Investigating the effect of catalyst on Fast, Slow and Intermediate Pyrolysis of Biomass, including catalyst synthesis, characterisation, and reaction kinetics<br><br><strong>Reactor Design for Catalytic Pyrolysis of Biomass</strong><br><br>Studies on Reactor Configurations and Process Optimisation for Biomass Reactions including development of Fluidised bed and Integrated fixed bed secondary reactors<br><br><strong>Synthesis and Characterisation of Zeolite Membranes</strong><br><br>Computer Simulation, Permeation Studies and Separation of Hydrocarbon mixtures with membranes<br><br><strong>Characterisation of Biomass and Pyrolysis Products</strong><br><br>Pre-treatment of Biomass samples and its effect on Bio-oil properties, yield and quality including upgrading of Biofuel products from pyrolysis</p>""]",Null,5066844442,James,Titiloye,"[""Academic Office - C_213"",""Second Floor"",""Engineering Central"",""Bay  Campus""]",Dr
61117c4ed6f9d1d8a124994a,"[""<p>Dr Shaw is a senior lecturer in the Aerospace portfolio at Swansea University, and part of the Aerospace Engineering and Structures group within the Zienkiewicz Centre for Computational Engineering (ZCCE). He teaches courses in structural analysis and aircraft design.</p>"",""<p>Dr Shaw’s research interests include structural vibration and morphing structures. Within structural vibration, his research is primarily concerned with nonlinearity, which induces some fascinating and elegant phenomena including chaotic and quasiperiodic responses. Industrial approaches to vibration are predominately linear, and therefore miss vital physics and can give poor predictions. Through both experimental and analytical approaches, the goal is to achieve tools that allow nonlinearity to be modelled efficiently and exploited in both static structures and rotating machinery.</p>"",""<p>Morphing aircraft are able to adapt their outer shape in response to changing flight requirements and therefore give improvements to overall mission efficiency. However they pose substantial challenges to aircraft structures. Dr Shaw is currently an investigator on the H2020 programme grant Shape Adaptive Blades for Rotorcraft Efficiency (SABRE) which is applying morphing concepts to helicopter rotor blades.</p>""]",Null,6380547717,Alexander,Shaw,[],Dr
